"year";"month";"day";"hour MEZ";"min";"dewpoint temperature (degree C)";"air temperature (degree C)";"relative humidity (%)";"global radiation (W m^(-2))";"wind speed (km/h)";"wind direction (degree)";"wind speed - gust (km/h)";"precipitation (10^(-1) mm)";"air pressure (hPa)"
2005;3;26;09;30;8,2;13,5;70,1;636,6;0,0;216,1;-6999;0,0;984,0
2005;3;26;09;45;8,6;13,9;70,4;638,5;0,0;170,6;-6999;0,0;983,0
2005;3;26;10;00;8,5;13,5;71,6;620,2;0,0;215,4;-6999;0,0;983,0
2005;3;26;10;15;8,9;14,2;70,5;460,3;0,0;125,6;-6999;0,0;983,0
2005;3;26;10;30;8,6;14,3;68,4;379,6;0,0;131,0;-6999;0,0;983,0
2005;3;26;10;45;8,4;13,9;69,2;209,6;0,0;144,0;-6999;0,0;983,0
2005;3;26;11;00;8,4;13,9;69,3;308,8;0,0;151,2;-6999;0,0;983,0
2005;3;26;11;15;8,6;14,0;69,8;182,8;0,0;178,6;-6999;0,0;983,0
2005;3;26;11;30;8,5;13,8;70,5;216,1;0,0;153,2;-6999;0,0;983,0
2005;3;26;11;45;8,7;14,3;69,1;541,3;0,0;156,0;-6999;0,0;983,0
2005;3;26;12;00;9,4;14,7;70,4;754,0;0,0;163,9;-6999;0,0;983,0
2005;3;26;12;15;10,0;14,5;74,3;765,0;0,0;159,8;-6999;0,0;982,0
2005;3;26;12;30;10,0;14,8;72,9;783,0;0,0;174,2;-6999;0,0;982,0
2005;3;26;12;45;9,8;14,9;71,7;738,0;0,0;187,2;-6999;0,0;982,0
2005;3;26;13;00;9,6;14,7;71,5;477,8;0,0;166,3;-6999;0,0;982,0
2005;3;26;13;15;9,5;14,1;73,6;305,4;0,0;167,0;-6999;0,0;982,0
2005;3;26;13;30;9,5;14,2;73,1;415,9;0,0;178,3;-6999;0,0;982,0
2005;3;26;13;45;9,4;14,6;70,8;460,4;0,0;155,6;-6999;0,0;982,0
2005;3;26;14;00;9,1;14,7;69,2;224,2;0,0;168,9;-6999;0,0;982,0
2005;3;26;14;15;8,8;14,4;69,0;219,7;0,0;191,7;-6999;0,0;982,0
2005;3;26;14;30;8,9;14,5;68,9;236,3;0,0;167,4;-6999;0,0;982,0
2005;3;26;14;45;8,9;14,5;69,0;189,2;0,0;186,4;-6999;0,0;982,0
2005;3;26;15;00;9,0;14,5;69,7;222,0;0,0;198,7;-6999;0,0;981,0
2005;3;26;15;15;9,2;15,0;68,2;325,4;0,0;178,5;-6999;0,0;981,0
2005;3;26;15;30;9,2;15,1;67,7;261,2;0,0;159,4;-6999;0,0;981,0
2005;3;26;15;45;9,2;14,7;69,8;167,1;0,0;186,4;-6999;0,0;981,0
2005;3;26;16;00;9,1;14,6;69,4;156,3;0,0;201,9;-6999;0,0;981,0
2005;3;26;16;15;9,2;14,7;69,6;148,3;0,0;182,5;-6999;0,0;981,0
2005;3;26;16;30;9,1;14,5;70,2;92,6;0,0;186,9;-6999;0,0;981,0
2005;3;26;16;45;9,0;14,5;69,7;73,6;0,0;198,5;-6999;0,0;981,0
2005;3;26;17;00;9,0;14,7;68,5;105,4;0,0;192,2;-6999;0,0;981,0
2005;3;26;17;15;8,8;14,6;68,1;87,9;0,0;198,1;-6999;0,0;981,0
2005;3;26;17;30;8,7;14,4;68,8;67,3;0,0;198,7;-6999;0,0;981,0
2005;3;26;17;45;8,7;14,3;69,1;46,4;0,0;228,4;-6999;0,0;981,0
2005;3;26;18;00;8,5;14,1;69,0;25,6;0,0;229,6;-6999;0,0;981,0
2005;3;26;18;15;8,6;13,8;70,6;6,2;0,0;193,6;-6999;0,0;981,0
2005;3;26;18;30;8,7;13,8;71,3;1,2;0,0;225,2;-6999;0,0;981,0
2005;3;26;18;45;9,0;13,5;74,0;-0,5;0,0;203,6;-6999;0,0;981,0
2005;3;26;19;00;9,3;13,2;77,2;-0,5;0,0;208,9;-6999;0,0;981,0
2005;3;26;19;15;9,2;12,9;78,4;-0,3;0,0;176,0;-6999;0,0;981,0
2005;3;26;19;30;9,2;12,6;79,7;-0,3;0,0;216,6;-6999;0,0;981,0
2005;3;26;19;45;9,1;12,2;81,3;-0,3;0,0;213,1;-6999;0,0;981,0
2005;3;26;20;00;9,0;11,8;83,1;-0,2;0,0;187,9;-6999;0,0;981,0
2005;3;26;20;15;9,3;11,6;85,5;0,0;0,0;200,4;-6999;0,0;981,0
2005;3;26;20;30;9,2;11,2;87,5;0,0;0,0;206,8;-6999;0,0;981,0
2005;3;26;20;45;9,3;11,0;89,4;0,0;0,0;213,3;-6999;0,0;981,0
2005;3;26;21;00;9,4;10,8;90,8;0,0;0,0;249,2;-6999;0,0;981,0
2005;3;26;21;15;9,3;10,5;92,1;0,0;0,0;198,0;-6999;0,0;981,0
2005;3;26;21;30;9,4;10,4;93,5;0,0;0,0;195,1;-6999;0,0;981,0
2005;3;26;21;45;9,5;10,3;95,0;0,0;0,0;111,3;-6999;0,0;981,0
2005;3;26;22;00;9,8;10,2;97,1;0,0;0,0;164,4;-6999;0,0;981,0
2005;3;26;22;15;10,1;10,2;99,3;0,0;0,0;216,3;-6999;0,0;981,0
2005;3;26;22;30;10,1;10,1;100,0;0,0;0,0;178,1;-6999;0,0;981,0
2005;3;26;22;45;9,9;9,9;100,0;0,0;0,0;173,3;-6999;0,0;981,0
2005;3;26;23;00;9,9;9,9;100,0;0,0;0,0;161,9;-6999;0,0;981,0
2005;3;26;23;15;9,8;9,8;100,0;0,0;0,0;128,9;-6999;0,0;981,0
2005;3;26;23;30;9,7;9,7;100,0;0,0;0,0;151,2;-6999;0,0;981,0
2005;3;26;23;45;9,4;9,4;100,0;0,0;0,0;150,0;-6999;0,0;981,0
2005;3;26;24;00;9,4;9,4;100,0;0,0;0,0;148,7;-6999;0,0;981,0
2005;3;27;00;15;9,3;9,3;100,0;0,0;0,0;124,4;-6999;0,0;981,0
2005;3;27;00;30;9,1;9,1;100,0;0,0;0,0;130,3;-6999;0,0;981,0
2005;3;27;00;45;9,1;9,1;100,0;0,0;0,0;110,5;-6999;0,0;981,0
2005;3;27;01;00;9,0;9,0;100,0;0,0;0,0;151,3;-6999;0,0;981,0
2005;3;27;01;15;8,8;8,8;100,0;0,0;0,0;135,7;-6999;0,0;981,0
2005;3;27;01;30;8,8;8,8;100,0;0,0;0,0;168,5;-6999;0,0;981,0
2005;3;27;01;45;9,0;9,0;100,0;0,0;0,0;183,5;-6999;0,0;980,0
2005;3;27;02;00;9,0;9,0;100,0;0,0;0,0;186,0;-6999;0,0;980,0
2005;3;27;02;15;8,9;8,9;100,0;0,0;0,0;206,6;-6999;0,0;980,0
2005;3;27;02;30;8,9;8,9;100,0;0,0;0,0;201,9;-6999;0,0;980,0
2005;3;27;02;45;8,9;8,9;100,0;0,0;0,0;177,5;-6999;0,0;980,0
2005;3;27;03;00;8,8;8,8;100,0;0,0;0,0;171,7;-6999;0,0;980,0
2005;3;27;03;15;8,7;8,7;100,0;0,0;0,0;181,8;-6999;0,0;980,0
2005;3;27;03;30;8,7;8,7;100,0;0,0;0,0;198,4;-6999;0,0;980,0
2005;3;27;03;45;8,7;8,7;100,0;0,0;0,0;169,8;-6999;0,0;980,0
2005;3;27;04;00;8,7;8,7;100,0;0,0;0,0;169,4;-6999;0,0;980,0
2005;3;27;04;15;8,8;8,8;100,0;0,0;0,0;167,1;-6999;0,0;980,0
2005;3;27;04;30;8,9;8,9;100,0;0,0;0,0;162,6;-6999;0,0;980,0
2005;3;27;04;45;8,9;8,9;100,0;0,0;0,0;173,1;-6999;0,0;980,0
2005;3;27;05;00;8,9;8,9;100,0;0,0;0,0;164,4;-6999;0,0;980,0
2005;3;27;05;15;8,9;8,9;100,0;0,0;0,0;150,9;-6999;0,0;980,0
2005;3;27;05;30;8,8;8,8;100,0;0,0;0,0;160,7;-6999;0,0;980,0
2005;3;27;05;45;8,8;8,8;100,0;0,0;0,0;142,6;-6999;0,0;980,0
2005;3;27;06;00;8,8;8,8;100,0;0,7;0,0;144,5;-6999;0,0;980,0
2005;3;27;06;15;8,7;8,7;100,0;2,4;0,0;132,2;-6999;0,0;980,0
2005;3;27;06;30;8,7;8,7;100,0;6,6;0,0;129,7;-6999;0,0;980,0
2005;3;27;06;45;8,6;8,6;100,0;10,0;0,0;164,4;-6999;0,0;980,0
2005;3;27;07;00;8,7;8,7;100,0;15,4;0,0;137,9;-6999;0,0;980,0
2005;3;27;07;15;8,6;8,6;100,0;18,7;0,0;141,6;-6999;0,0;980,0
2005;3;27;07;30;8,4;8,4;100,0;21,0;0,0;101,7;-6999;0,0;980,0
2005;3;27;07;45;8,2;8,2;100,0;20,6;0,0;81,4;-6999;0,0;980,0
2005;3;27;08;00;8,2;8,2;100,0;27,9;0,0;88,4;-6999;0,0;980,0
2005;3;27;08;15;8,2;8,2;100,0;33,2;0,0;65,0;-6999;0,0;980,0
2005;3;27;08;30;8,2;8,2;100,0;40,0;0,0;93,3;-6999;0,0;980,0
2005;3;27;08;45;8,2;8,2;100,0;48,8;0,0;91,6;-6999;0,0;980,0
2005;3;27;09;00;8,2;8,2;100,0;57,6;0,0;82,2;-6999;0,0;980,0
2005;3;27;09;15;8,3;8,3;100,0;63,3;0,0;76,7;-6999;0,0;980,0
2005;3;27;09;30;8,4;8,4;100,0;58,5;0,0;86,7;-6999;0,0;980,0
2005;3;27;09;45;8,5;8,5;99,7;62,0;0,0;96,1;-6999;0,0;980,0
2005;3;27;10;00;8,6;8,8;98,4;77,4;0,0;98,0;-6999;0,0;980,0
2005;3;27;10;15;8,4;8,8;97,3;81,7;0,0;89,1;-6999;0,0;980,0
2005;3;27;10;30;8,5;8,8;97,7;74,3;0,0;98,6;-6999;0,0;980,0
2005;3;27;10;45;8,6;9,0;97,6;74,8;0,0;95,2;-6999;0,0;980,0
2005;3;27;11;00;8,6;9,1;96,6;71,8;0,0;87,0;-6999;0,0;980,0
2005;3;27;11;15;8,5;9,1;96,2;82,5;0,0;74,7;-6999;0,0;980,0
2005;3;27;11;30;8,6;9,3;95,7;82,0;0,0;79,2;-6999;0,0;980,0
2005;3;27;11;45;8,7;9,4;95,3;76,0;0,0;106,4;-6999;0,0;980,0
2005;3;27;12;00;8,6;9,3;95,6;79,2;0,0;92,6;-6999;0,0;980,0
2005;3;27;12;15;8,9;9,4;96,5;90,0;0,0;96,2;-6999;0,0;980,0
2005;3;27;12;30;9,0;9,6;95,9;107,2;0,0;119,6;-6999;0,0;980,0
2005;3;27;12;45;9,1;9,8;95,5;153,7;0,0;99,2;-6999;0,0;980,0
2005;3;27;13;00;9,3;10,0;95,3;117,4;0,0;105,6;-6999;0,0;979,0
2005;3;27;13;15;9,6;10,2;95,9;104,4;0,0;97,6;-6999;0,0;979,0
2005;3;27;13;30;9,6;10,3;95,5;80,4;0,0;114,5;-6999;0,0;979,0
2005;3;27;13;45;9,7;10,5;94,5;69,8;0,0;90,8;-6999;0,0;980,0
2005;3;27;14;00;9,7;10,7;93,4;108,0;0,0;92,6;-6999;0,0;979,0
2005;3;27;14;15;9,7;11,1;90,9;204,5;0,0;70,4;-6999;0,0;979,0
2005;3;27;14;30;9,6;11,4;88,5;215,1;0,0;89,0;-6999;0,0;979,0
2005;3;27;14;45;9,6;11,7;86,8;227,6;0,0;112,7;-6999;0,0;979,0
2005;3;27;15;00;9,6;11,9;85,8;263,8;0,0;120,6;-6999;0,0;979,0
2005;3;27;15;15;9,8;12,3;84,8;273,2;0,0;86,6;-6999;0,0;979,0
2005;3;27;15;30;9,8;12,4;84,4;282,1;0,0;166,4;-6999;0,0;978,0
2005;3;27;15;45;10,0;12,6;84,1;205,9;0,0;134,2;-6999;0,0;978,0
2005;3;27;16;00;10,1;12,8;83,9;161,2;0,0;165,8;-6999;0,0;978,0
2005;3;27;16;15;10,1;12,7;84,0;130,6;0,0;122,5;-6999;0,0;978,0
2005;3;27;16;30;10,1;12,8;83,8;130,8;0,0;137,0;-6999;0,0;978,0
2005;3;27;16;45;10,2;12,6;85,2;95,8;0,0;170,7;-6999;0,0;978,0
2005;3;27;17;00;10,3;12,7;85,5;80,5;0,0;176,1;-6999;0,0;978,0
2005;3;27;17;15;10,1;12,6;85,0;54,1;0,0;141,0;-6999;0,0;978,0
2005;3;27;17;30;10,2;12,2;87,7;55,8;0,0;123,5;-6999;0,0;979,0
2005;3;27;17;45;10,2;11,9;89,6;28,8;0,0;116,8;-6999;0,0;979,0
2005;3;27;18;00;10,3;11,9;90,2;3,6;0,0;106,2;-6999;0,0;979,0
2005;3;27;18;15;10,4;11,8;91,0;1,2;0,0;125,0;-6999;0,0;979,0
2005;3;27;18;30;10,3;11,6;91,8;0,0;0,0;119,5;-6999;0,0;979,0
2005;3;27;18;45;10,2;11,6;91,4;0,0;0,0;119,0;-6999;0,0;979,0
2005;3;27;19;00;10,1;11,6;90,5;0,0;0,0;117,3;-6999;0,0;979,0
2005;3;27;19;15;10,0;11,6;90,0;0,0;0,0;116,7;-6999;0,0;979,0
2005;3;27;19;30;10,0;11,6;89,7;0,0;0,0;115,1;-6999;0,0;979,0
2005;3;27;19;45;9,9;11,5;89,8;0,0;0,0;112,6;-6999;0,0;980,0
2005;3;27;20;00;9,8;11,4;90,1;0,0;0,0;112,0;-6999;0,0;980,0
2005;3;27;20;15;9,8;11,2;91,2;0,0;0,0;116,7;-6999;0,0;980,0
2005;3;27;20;30;9,9;11,1;92,3;0,0;0,0;119,7;-6999;0,0;980,0
2005;3;27;20;45;10,0;11,1;92,9;0,0;0,0;98,1;-6999;0,0;980,0
2005;3;27;21;00;9,9;11,0;92,8;0,0;0,0;111,0;-6999;0,0;980,0
2005;3;27;21;15;9,7;11,0;91,9;-0,1;0,0;113,5;-6999;0,0;980,0
2005;3;27;21;30;9,6;11,0;91,2;-0,1;0,0;114,3;-6999;0,0;980,0
2005;3;27;21;45;9,5;11,0;90,7;0,0;0,0;106,7;-6999;0,0;980,0
2005;3;27;22;00;9,6;11,1;90,6;0,0;0,0;114,5;-6999;0,0;980,0
2005;3;27;22;15;9,5;11,0;90,4;-0,1;0,0;93,9;-6999;0,0;980,0
2005;3;27;22;30;9,4;10,9;90,3;-0,1;0,0;101,2;-6999;0,0;980,0
2005;3;27;22;45;9,5;10,9;90,8;-0,1;0,0;98,4;-6999;0,0;980,0
2005;3;27;23;00;9,4;10,8;91,2;-0,1;0,0;78,5;-6999;0,0;980,0
2005;3;27;23;15;9,5;10,8;91,6;-0,1;0,0;79,6;-6999;0,0;980,0
2005;3;27;23;30;9,6;10,8;92,0;0,0;0,0;104,4;-6999;0,0;980,0
2005;3;27;23;45;9,5;10,6;92,8;0,0;0,0;90,0;-6999;0,0;980,0
2005;3;27;24;00;9,5;10,3;95,0;0,0;0,0;81,1;-6999;0,0;980,0
2005;3;28;00;15;9,8;10,2;97,3;0,0;0,0;54,3;-6999;0,0;980,0
2005;3;28;00;30;10,0;10,1;99,3;0,0;0,0;90,5;-6999;0,0;980,0
2005;3;28;00;45;10,0;10,0;100,0;0,0;0,0;203,1;-6999;0,0;980,0
2005;3;28;01;00;9,9;9,9;100,0;0,0;0,0;316,1;-6999;0,0;980,0
2005;3;28;01;15;9,8;9,8;100,0;0,0;0,0;328,0;-6999;0,0;980,0
2005;3;28;01;30;9,7;9,7;100,0;0,0;0,0;338,3;-6999;0,0;980,0
2005;3;28;01;45;9,9;9,9;100,0;0,0;0,0;322,4;-6999;0,0;980,0
2005;3;28;02;00;9,9;9,9;100,0;0,0;0,0;333,2;-6999;0,0;980,0
2005;3;28;02;15;9,9;9,9;100,0;0,0;0,0;330,2;-6999;0,0;980,0
2005;3;28;02;30;10,0;10,0;100,0;0,0;0,0;332,4;-6999;0,0;980,0
2005;3;28;02;45;9,9;9,9;100,0;0,0;0,0;345,9;-6999;0,0;980,0
2005;3;28;03;00;9,9;10,0;99,4;0,0;0,0;235,5;-6999;0,0;980,0
2005;3;28;03;15;9,6;10,0;97,5;0,0;0,0;322,1;-6999;0,0;980,0
2005;3;28;03;30;9,3;10,0;95,6;0,0;0,0;320,9;-6999;0,0;980,0
2005;3;28;03;45;8,8;9,7;94,2;0,0;0,0;333,5;-6999;0,0;980,0
2005;3;28;04;00;8,8;9,7;93,9;-0,1;0,0;334,6;-6999;0,0;980,0
2005;3;28;04;15;8,8;9,8;93,4;-0,1;0,0;331,5;-6999;0,0;980,0
2005;3;28;04;30;8,7;9,7;93,7;-0,1;0,0;329,2;-6999;0,0;980,0
2005;3;28;04;45;8,5;9,4;94,3;-0,1;0,0;317,6;-6999;0,0;980,0
2005;3;28;05;00;8,6;9,4;94,9;-0,1;0,0;315,9;-6999;0,0;980,0
2005;3;28;05;15;8,4;9,2;94,8;-0,2;0,0;329,2;-6999;0,0;980,0
2005;3;28;05;30;8,2;9,1;93,8;-0,1;0,0;305,4;-6999;0,0;980,0
2005;3;28;05;45;7,9;9,0;92,7;0,8;0,0;310,8;-6999;0,0;981,0
2005;3;28;06;00;7,7;8,9;92,3;4,3;0,0;324,9;-6999;0,0;981,0
2005;3;28;06;15;7,6;8,8;92,3;9,3;0,0;308,8;-6999;0,0;981,0
2005;3;28;06;30;7,5;8,8;91,8;19,3;0,0;276,5;-6999;0,0;981,0
2005;3;28;06;45;7,4;8,9;90,6;48,2;0,0;320,2;-6999;0,0;981,0
2005;3;28;07;00;7,5;9,1;89,5;76,8;0,0;313,2;-6999;0,0;981,0
2005;3;28;07;15;7,4;9,2;88,6;105,4;0,0;307,8;-6999;0,0;981,0
2005;3;28;07;30;7,3;9,1;88,7;136,1;0,0;318,0;-6999;0,0;981,0
2005;3;28;07;45;7,4;9,2;88,5;177,4;0,0;304,2;-6999;0,0;981,0
2005;3;28;08;00;7,4;9,4;87,3;300,2;0,0;271,7;-6999;0,0;982,0
2005;3;28;08;15;7,3;9,4;86,6;153,3;0,0;286,8;-6999;0,0;982,0
2005;3;28;08;30;7,3;9,3;87,2;116,6;0,0;308,5;-6999;0,0;982,0
2005;3;28;08;45;7,4;9,5;86,5;121,8;0,0;266,5;-6999;0,0;982,0
2005;3;28;09;00;7,1;9,4;85,8;116,0;0,0;276,7;-6999;0,0;982,0
2005;3;28;09;15;7,2;9,7;84,3;251,0;0,0;170,8;-6999;0,0;982,0
2005;3;28;09;30;7,1;9,8;83,0;366,8;0,0;179,8;-6999;0,0;982,0
2005;3;28;09;45;6,9;9,8;82,1;536,0;0,0;318,2;-6999;0,0;982,0
2005;3;28;10;00;7,0;9,9;82,2;547,5;0,0;326,2;-6999;0,0;982,0
2005;3;28;10;15;7,1;10,0;82,1;330,4;0,0;307,1;-6999;0,0;982,0
2005;3;28;10;30;7,2;10,5;80,2;505,3;0,0;312,2;-6999;0,0;982,0
2005;3;28;10;45;7,5;11,2;78,2;606,6;0,0;302,1;-6999;0,0;982,0
2005;3;28;11;00;7,5;11,4;76,9;668,4;0,0;324,9;-6999;0,0;982,0
2005;3;28;11;15;7,7;12,1;74,4;693,8;0,0;335,8;-6999;0,0;982,0
2005;3;28;11;30;7,7;12,5;72,3;775,0;0,0;314,6;-6999;0,0;982,0
2005;3;28;11;45;7,7;12,7;71,6;470,1;0,0;316,7;-6999;0,0;982,0
2005;3;28;12;00;7,6;12,4;72,6;394,4;0,0;322,5;-6999;0,0;982,0
2005;3;28;12;15;7,6;12,4;72,5;377,5;0,0;312,1;-6999;0,0;982,0
2005;3;28;12;30;7,4;12,4;71,6;451,2;0,0;331,2;-6999;0,0;983,0
2005;3;28;12;45;7,0;12,7;68,3;723,0;0,0;325,6;-6999;0,0;982,0
2005;3;28;13;00;6,6;13,7;62,3;748,0;0,0;318,2;-6999;0,0;982,0
2005;3;28;13;15;5,6;13,7;57,9;702,0;0,0;311,3;-6999;0,0;982,0
2005;3;28;13;30;5,7;13,9;57,6;662,6;0,0;326,5;-6999;0,0;982,0
2005;3;28;13;45;5,8;13,6;59,3;651,0;0,0;335,0;-6999;0,0;982,0
2005;3;28;14;00;6,0;13,6;59,9;535,9;0,0;336,4;-6999;0,0;982,0
2005;3;28;14;15;6,5;13,8;61,3;443,9;0,0;334,0;-6999;0,0;982,0
2005;3;28;14;30;6,9;13,8;63,1;204,7;0,0;333,3;-6999;0,0;982,0
2005;3;28;14;45;7,3;13,9;64,2;229,8;0,0;328,1;-6999;0,0;982,0
2005;3;28;15;00;7,3;14,0;63,8;207,8;0,0;332,1;-6999;0,0;982,0
2005;3;28;15;15;7,4;14,0;64,4;173,0;0,0;328,3;-6999;0,0;982,0
2005;3;28;15;30;8,6;13,9;70,4;97,6;0,0;331,8;-6999;0,0;982,0
2005;3;28;15;45;9,1;13,5;74,9;92,8;0,0;324,1;-6999;0,0;982,0
2005;3;28;16;00;9,3;13,2;77,0;110,1;0,0;323,6;-6999;0,0;982,0
2005;3;28;16;15;9,2;13,2;76,5;102,5;0,0;329,1;-6999;0,0;982,0
2005;3;28;16;30;9,0;13,2;75,6;91,0;0,0;322,3;-6999;0,0;982,0
2005;3;28;16;45;8,9;13,2;75,0;76,3;0,0;324,5;-6999;0,0;982,0
2005;3;28;17;00;9,1;13,3;75,6;80,8;0,0;321,6;-6999;0,0;982,0
2005;3;28;17;15;9,4;13,5;76,1;151,0;0,0;321,5;-6999;0,0;983,0
2005;3;28;17;30;8,9;13,6;73,4;137,7;0,0;319,0;-6999;0,0;983,0
2005;3;28;17;45;8,7;13,4;73,2;66,3;0,0;322,9;-6999;0,0;983,0
2005;3;28;18;00;8,7;13,0;75,2;41,7;0,0;301,3;-6999;0,0;983,0
2005;3;28;18;15;8,4;12,5;76,0;12,5;0,0;303,8;-6999;0,0;983,0
2005;3;28;18;30;8,2;12,1;77,3;1,9;0,0;308,4;-6999;0,0;983,0
2005;3;28;18;45;8,2;11,8;78,5;0,1;0,0;305,1;-6999;0,0;983,0
2005;3;28;19;00;8,3;11,6;80,0;-0,3;0,0;307,4;-6999;0,0;983,0
2005;3;28;19;15;8,3;11,4;81,4;-0,3;0,0;308,9;-6999;0,0;984,0
2005;3;28;19;30;8,3;11,2;82,4;-0,3;0,0;309,0;-6999;0,0;984,0
2005;3;28;19;45;8,5;11,3;82,8;-0,2;0,0;197,7;-6999;0,0;984,0
2005;3;28;20;00;7,6;11,3;78,2;-0,2;0,0;103,6;-6999;0,0;984,0
2005;3;28;20;15;6,9;11,0;76,0;-0,4;0,0;140,2;-6999;0,0;984,0
2005;3;28;20;30;6,4;10,6;75,4;-0,4;0,0;140,4;-6999;0,0;984,0
2005;3;28;20;45;6,2;10,3;75,5;-0,4;0,0;122,5;-6999;0,0;985,0
2005;3;28;21;00;6,1;10,2;75,9;-0,4;0,0;137,4;-6999;0,0;985,0
2005;3;28;21;15;6,2;9,9;77,5;-0,5;0,0;131,3;-6999;0,0;985,0
2005;3;28;21;30;6,2;9,6;79,3;-0,5;0,0;104,1;-6999;0,0;985,0
2005;3;28;21;45;6,1;9,3;80,4;-0,4;0,0;120,1;-6999;0,0;985,0
2005;3;28;22;00;5,9;9,1;80,1;-0,5;0,0;129,5;-6999;0,0;985,0
2005;3;28;22;15;5,9;9,2;79,9;-0,5;0,0;125,0;-6999;0,0;985,0
2005;3;28;22;30;5,7;9,1;79,5;-0,4;0,0;120,8;-6999;0,0;985,0
2005;3;28;22;45;5,8;8,9;80,7;-0,5;0,0;141,1;-6999;0,0;985,0
2005;3;28;23;00;5,8;8,7;82,2;-0,4;0,0;133,6;-6999;0,0;985,0
2005;3;28;23;15;5,7;8,5;82,8;-0,3;0,0;106,0;-6999;0,0;985,0
2005;3;28;23;30;5,5;8,3;82,8;-0,4;0,0;100,3;-6999;0,0;985,0
2005;3;28;23;45;5,2;8,2;81,6;-0,3;0,0;104,3;-6999;0,0;985,0
2005;3;28;24;00;4,8;8,1;79,7;-0,3;0,0;105,1;-6999;0,0;986,0
2005;3;29;00;15;4,6;7,9;79,6;-0,4;0,0;105,6;-6999;0,0;986,0
2005;3;29;00;30;4,4;7,9;78,5;-0,4;0,0;93,3;-6999;0,0;986,0
2005;3;29;00;45;4,4;8,0;77,8;-0,5;0,0;143,1;-6999;0,0;986,0
2005;3;29;01;00;4,3;7,5;79,9;-0,4;0,0;277,6;-6999;0,0;986,0
2005;3;29;01;15;4,5;7,0;83,9;-0,1;0,0;329,5;-6999;0,0;986,0
2005;3;29;01;30;4,3;6,9;83,7;-0,1;0,0;326,6;-6999;0,0;986,0
2005;3;29;01;45;4,2;6,9;83,2;-0,2;0,0;324,6;-6999;0,0;986,0
2005;3;29;02;00;4,1;6,5;84,8;-0,2;0,0;342,3;-6999;0,0;986,0
2005;3;29;02;15;4,2;6,6;84,8;-0,4;0,0;304,1;-6999;0,0;986,0
2005;3;29;02;30;4,1;6,6;83,8;-0,3;0,0;303,3;-6999;0,0;986,0
2005;3;29;02;45;3,9;6,3;84,6;-0,2;0,0;328,8;-6999;0,0;986,0
2005;3;29;03;00;3,9;6,2;85,3;-0,4;0,0;321,7;-6999;0,0;986,0
2005;3;29;03;15;3,9;6,3;84,7;-0,3;0,0;319,5;-6999;0,0;986,0
2005;3;29;03;30;3,8;6,2;84,6;-0,3;0,0;322,3;-6999;0,0;986,0
2005;3;29;03;45;3,9;6,3;84,6;-0,3;0,0;318,7;-6999;0,0;986,0
2005;3;29;04;00;3,9;6,3;84,5;-0,3;0,0;329,5;-6999;0,0;986,0
2005;3;29;04;15;4,0;6,4;84,6;-0,5;0,0;318,4;-6999;0,0;986,0
2005;3;29;04;30;4,1;6,8;83,1;-0,4;0,0;313,3;-6999;0,0;986,0
2005;3;29;04;45;3,8;6,0;85,6;-0,4;0,0;282,5;-6999;0,0;986,0
2005;3;29;05;00;4,1;6,3;85,7;-0,4;0,0;308,9;-6999;0,0;986,0
2005;3;29;05;15;4,0;6,4;84,7;-0,3;0,0;264,0;-6999;0,0;986,0
2005;3;29;05;30;4,0;6,3;85,3;0,1;0,0;359,8;-6999;0,0;986,0
2005;3;29;05;45;4,0;6,3;85,1;1,9;0,0;302,6;-6999;0,0;986,0
2005;3;29;06;00;4,1;6,5;84,9;6,0;0,0;214,8;-6999;0,0;986,0
2005;3;29;06;15;4,4;6,9;84,3;6,7;0,0;176,1;-6999;0,0;986,0
2005;3;29;06;30;4,4;7,0;83,5;6,3;0,0;253,4;-6999;0,0;986,0
2005;3;29;06;45;4,4;6,9;84,2;7,0;0,0;330,1;-6999;0,0;986,0
2005;3;29;07;00;4,6;7,1;83,9;21,3;0,0;159,5;-6999;0,0;986,0
2005;3;29;07;15;4,4;7,1;83,0;31,0;0,0;139,2;-6999;0,0;986,0
2005;3;29;07;30;4,5;7,1;83,8;39,7;0,0;95,8;-6999;0,0;986,0
2005;3;29;07;45;4,4;7,0;83,6;54,1;0,0;138,8;-6999;0,0;987,0
2005;3;29;08;00;4,3;6,8;84,1;37,8;0,0;113,1;-6999;0,0;987,0
2005;3;29;08;15;4,4;6,9;84,2;31,3;0,0;81,8;-6999;0,0;987,0
2005;3;29;08;30;4,3;6,9;83,7;29,5;0,0;119,0;-6999;0,0;987,0
2005;3;29;08;45;4,3;6,9;83,7;47,4;0,0;108,2;-6999;0,0;987,0
2005;3;29;09;00;4,4;7,0;83,4;94,4;0,0;107,5;-6999;0,0;987,0
2005;3;29;09;15;4,4;7,0;83,4;96,1;0,0;206,1;-6999;0,0;987,0
2005;3;29;09;30;4,5;7,4;81,8;98,7;0,0;149,8;-6999;0,0;987,0
2005;3;29;09;45;4,6;7,7;80,9;119,8;0,0;150,0;-6999;0,0;987,0
2005;3;29;10;00;4,4;7,5;80,7;91,4;0,0;260,5;-6999;0,0;987,0
2005;3;29;10;15;4,7;8,0;79,4;105,2;0,0;249,4;-6999;0,0;987,0
2005;3;29;10;30;4,7;8,3;78,3;137,3;0,0;303,6;-6999;0,0;987,0
