"year";"month";"day";"hour MEZ";"min";"dewpoint temperature (degree C)";"air temperature (degree C)";"relative humidity (%)";"global radiation (W m^(-2))";"wind speed (km/h)";"wind direction (degree)";"wind speed - gust (km/h)";"precipitation (10^(-1) mm)";"air pressure (hPa)"
2005;3;17;08;00;0,6;11,8;46,2;280,5;9,4;258,4;-6999;0,0;-6999;
2005;3;17;08;15;0,7;12,3;45,1;317,5;7,6;255,3;-6999;0,0;-6999;
2005;3;17;08;30;0,7;13,2;42,5;364,7;9,7;260,4;-6999;0,0;-6999;
2005;3;17;08;45;0,9;14,0;40,8;412,4;7,3;267,8;-6999;0,0;-6999;
2005;3;17;09;00;0,9;14,6;39,4;455,9;11,5;294,5;-6999;0,0;-6999;
2005;3;17;09;15;1,1;14,6;39,8;500,7;17,5;283,1;-6999;0,0;-6999;
2005;3;17;09;30;1,5;14,8;40,5;548,5;18,9;263,7;-6999;0,0;-6999;
2005;3;17;09;45;1,9;14,9;41,3;550,7;21,7;267,4;-6999;0,0;-6999;
2005;3;17;10;00;2,0;15,3;40,5;554,7;17,8;272,6;-6999;0,0;-6999;
2005;3;17;10;15;1,7;15,6;39,0;627,0;18,7;270,9;-6999;0,0;-6999;
2005;3;17;10;30;1,9;16,1;38,2;623,4;17,8;270,8;-6999;0,0;-6999;
2005;3;17;10;45;2,1;16,3;38,4;491,2;18,5;275,3;-6999;0,0;-6999;
2005;3;17;11;00;2,4;16,5;38,7;532,0;20,7;273,8;-6999;0,0;-6999;
2005;3;17;11;15;2,4;16,2;39,4;338,2;21,9;268,8;-6999;0,0;-6999;
2005;3;17;11;30;2,5;16,2;39,8;340,7;21,2;266,7;-6999;0,0;-6999;
2005;3;17;11;45;2,6;16,5;39,3;399,5;17,4;260,7;-6999;0,0;-6999;
2005;3;17;12;00;2,7;16,7;39,1;398,9;14,6;260,7;-6999;0,0;-6999;
2005;3;17;12;15;3,1;17,2;38,8;626,2;15,4;268,0;-6999;0,0;-6999;
2005;3;17;12;30;3,7;18,4;37,6;686,6;8,1;317,1;-6999;0,0;995,0
2005;3;17;12;45;3,4;17,9;38,0;660,9;14,2;279,6;-6999;0,0;995,0
2005;3;17;13;00;3,7;17,8;39,0;666,9;19,2;262,4;-6999;0,0;994,0
2005;3;17;13;15;3,9;17,9;39,3;654,1;20,0;260,0;-6999;0,0;994,0
2005;3;17;13;30;3,9;18,1;38,8;547,1;17,9;265,3;-6999;0,0;994,0
2005;3;17;13;45;3,8;18,0;39,0;493,4;20,0;263,3;-6999;0,0;994,0
2005;3;17;14;00;3,8;18,3;38,2;414,5;23,4;263,3;-6999;0,0;994,0
2005;3;17;14;15;3,8;18,2;38,4;319,5;23,2;267,8;-6999;0,0;994,0
2005;3;17;14;30;4,2;18,4;39,1;521,6;21,7;268,2;-6999;0,0;994,0
2005;3;17;14;45;4,4;18,3;39,9;431,0;21,9;266,8;-6999;0,0;994,0
2005;3;17;15;00;4,8;18,3;40,8;302,9;15,8;266,7;-6999;0,0;994,0
2005;3;17;15;15;5,0;18,3;41,4;262,5;15,8;269,7;-6999;0,0;993,0
2005;3;17;15;30;5,0;18,5;40,9;385,3;19,6;275,4;-6999;0,0;993,0
2005;3;17;15;45;5,1;18,8;40,6;374,6;17,5;281,0;-6999;0,0;993,0
2005;3;17;16;00;5,4;18,8;41,3;332,7;18,3;275,0;-6999;0,0;993,0
2005;3;17;16;15;5,4;18,5;42,1;217,2;19,6;270,5;-6999;0,0;993,0
2005;3;17;16;30;5,5;18,4;42,7;236,7;17,7;270,3;-6999;0,0;993,0
2005;3;17;16;45;5,6;18,1;43,8;155,3;20,3;275,0;-6999;0,0;993,0
2005;3;17;17;00;5,7;17,8;44,9;106,2;17,9;272,3;-6999;0,0;992,0
2005;3;17;17;15;5,8;17,6;45,8;79,8;16,8;273,2;-6999;0,0;992,0
2005;3;17;17;30;5,9;17,4;46,9;51,3;15,4;270,9;-6999;0,0;992,0
2005;3;17;17;45;6,1;17,3;47,8;22,9;15,3;272,9;-6999;0,0;992,0
2005;3;17;18;00;6,2;17,2;48,3;7,0;14,5;276,5;-6999;0,0;992,0
2005;3;17;18;15;6,3;17,0;49,2;1,0;15,8;284,6;-6999;0,0;992,0
2005;3;17;18;30;6,4;17,0;49,8;0,0;18,3;281,5;-6999;0,0;992,0
2005;3;17;18;45;6,6;16,8;51,0;-0,4;17,7;283,6;-6999;0,0;993,0
2005;3;17;19;00;7,0;17,0;51,7;-0,4;21,5;279,5;-6999;0,0;993,0
2005;3;17;19;15;7,0;16,6;52,9;-0,2;18,6;284,0;-6999;0,0;993,0
2005;3;17;19;30;7,0;16,4;53,8;-0,3;20,5;291,3;-6999;0,0;993,0
2005;3;17;19;45;7,2;16,4;54,5;-0,2;18,4;290,8;-6999;0,0;993,0
2005;3;17;20;00;7,3;16,3;55,2;-0,3;16,9;287,1;-6999;0,0;993,0
2005;3;17;20;15;7,3;16,1;55,8;-0,2;16,9;282,7;-6999;0,0;993,0
2005;3;17;20;30;7,3;16,0;56,4;-0,3;18,4;281,0;-6999;0,0;993,0
2005;3;17;20;45;7,3;16,0;56,4;-0,3;21,3;282,2;-6999;0,0;992,0
2005;3;17;21;00;7,4;16,0;56,5;-0,3;21,9;284,7;-6999;0,0;992,0
2005;3;17;21;15;7,3;16,0;56,4;-0,2;21,9;284,9;-6999;0,0;992,0
2005;3;17;21;30;7,4;16,1;56,1;-0,2;24,0;282,6;-6999;0,0;992,0
2005;3;17;21;45;7,3;15,9;56,7;-0,3;19,6;286,7;-6999;0,0;992,0
2005;3;17;22;00;7,3;15,7;57,4;-0,2;20,3;280,8;-6999;0,0;992,0
2005;3;17;22;15;7,3;15,5;58,2;-0,2;22,6;284,8;-6999;0,0;992,0
2005;3;17;22;30;7,5;15,5;58,7;-0,2;24,3;283,9;-6999;0,0;992,0
2005;3;17;22;45;7,4;15,3;59,4;-0,3;21,8;284,6;-6999;0,0;992,0
2005;3;17;23;00;7,6;15,3;59,9;-0,2;22,6;285,7;-6999;0,0;992,0
2005;3;17;23;15;7,7;15,2;60,7;-0,3;22,1;282,6;-6999;0,0;992,0
2005;3;17;23;30;7,7;15,1;61,2;-0,2;23,8;283,2;-6999;0,0;992,0
2005;3;17;23;45;7,6;14,9;61,8;-0,2;22,8;285,9;-6999;0,0;992,0
2005;3;17;24;00;7,8;14,7;63,4;-0,2;20,9;288,7;-6999;0,0;992,0
2005;3;18;00;15;8,1;13,9;67,8;-0,6;20,4;289,6;-6999;0,0;993,0
2005;3;18;00;30;8,5;13,7;70,6;-0,2;18,7;290,2;-6999;0,0;993,0
2005;3;18;00;45;8,5;13,3;72,9;-0,1;19,5;290,4;-6999;0,0;993,0
2005;3;18;01;00;9,3;12,5;80,9;0,0;19,1;288,4;-6999;0,0;993,0
2005;3;18;01;15;9,3;12,3;82,0;0,0;17,6;291,8;-6999;0,0;993,0
2005;3;18;01;30;9,1;12,3;80,9;0,0;17,8;290,4;-6999;0,0;993,0
2005;3;18;01;45;8,9;12,8;77,0;0,0;18,1;291,4;-6999;0,0;993,0
2005;3;18;02;00;8,7;13,4;73,0;0,0;21,8;291,5;-6999;0,0;993,0
2005;3;18;02;15;8,5;13,5;71,6;0,0;19,7;292,9;-6999;0,0;992,0
2005;3;18;02;30;8,4;13,6;70,8;0,0;17,5;290,0;-6999;0,0;993,0
2005;3;18;02;45;8,4;13,5;71,3;0,0;15,6;295,1;-6999;0,0;993,0
2005;3;18;03;00;8,5;13,5;71,7;0,0;13,1;302,7;-6999;0,0;993,0
2005;3;18;03;15;8,4;13,6;70,8;0,0;13,1;296,1;-6999;0,0;993,0
2005;3;18;03;30;8,3;13,5;70,8;0,0;14,4;296,8;-6999;0,0;993,0
2005;3;18;03;45;8,3;13,3;71,9;-0,1;11,6;290,4;-6999;0,0;993,0
2005;3;18;04;00;8,4;13,1;72,9;-0,2;11,6;283,4;-6999;0,0;993,0
2005;3;18;04;15;8,4;13,0;73,4;-0,4;11,7;272,0;-6999;0,0;994,0
2005;3;18;04;30;8,3;12,8;74,1;-0,6;10,4;278,6;-6999;0,0;994,0
2005;3;18;04;45;8,2;12,6;74,5;-0,6;8,2;287,2;-6999;0,0;994,0
2005;3;18;05;00;8,2;12,6;74,6;-0,5;9,3;271,9;-6999;0,0;994,0
2005;3;18;05;15;8,1;12,3;75,6;-0,4;7,0;259,4;-6999;0,0;994,0
2005;3;18;05;30;8,1;12,3;75,7;-0,5;7,0;274,1;-6999;0,0;994,0
2005;3;18;05;45;8,1;12,3;75,5;-0,5;8,1;266,2;-6999;0,0;994,0
2005;3;18;06;00;8,0;12,2;75,5;0,2;10,8;256,6;-6999;0,0;995,0
2005;3;18;06;15;8,1;12,1;76,3;1,4;12,0;261,8;-6999;0,0;995,0
2005;3;18;06;30;8,1;12,0;76,9;2,8;11,9;261,9;-6999;0,0;995,0
2005;3;18;06;45;8,2;11,9;77,8;4,9;11,7;259,8;-6999;0,0;995,0
2005;3;18;07;00;8,2;11,9;78,2;5,4;14,9;267,0;-6999;0,0;995,0
2005;3;18;07;15;8,2;11,8;78,5;9,7;12,7;270,2;-6999;0,0;995,0
2005;3;18;07;30;8,1;11,7;78,7;8,9;13,9;272,8;-6999;0,0;995,0
2005;3;18;07;45;8,2;11,7;78,9;15,8;16,2;276,5;-6999;0,0;995,0
2005;3;18;08;00;8,2;11,6;79,5;23,4;15,4;270,4;-6999;0,0;995,0
2005;3;18;08;15;8,3;11,6;79,9;33,6;16,4;269,3;-6999;0,0;995,0
2005;3;18;08;30;8,3;11,7;79,6;61,1;15,9;274,0;-6999;0,0;995,0
2005;3;18;08;45;8,4;11,9;79,2;154,9;17,8;268,8;-6999;0,0;995,0
2005;3;18;09;00;8,4;12,2;77,7;353,5;17,1;276,7;-6999;0,0;995,0
2005;3;18;09;15;8,6;12,6;76,7;415,8;15,9;277,0;-6999;0,0;995,0
2005;3;18;09;30;8,7;12,4;77,9;213,1;15,0;276,2;-6999;0,0;995,0
2005;3;18;09;45;8,6;12,4;77,4;274,6;16,5;275,8;-6999;0,0;995,0
2005;3;18;10;00;8,6;12,5;77,2;326,0;17,4;273,9;-6999;0,0;995,0
2005;3;18;10;15;8,6;12,5;77,0;266,5;18,6;278,1;-6999;0,0;995,0
2005;3;18;10;30;8,5;12,6;76,3;361,7;18,8;275,9;-6999;0,0;995,0
2005;3;18;10;45;8,7;12,9;75,7;365,2;19,7;272,4;-6999;0,0;995,0
2005;3;18;11;00;8,7;13,2;74,3;595,1;19,7;270,0;-6999;0,0;995,0
2005;3;18;11;15;8,8;13,6;72,9;576,8;19,9;275,2;-6999;0,0;995,0
2005;3;18;11;30;8,7;13,7;71,9;584,7;20,1;275,6;-6999;0,0;995,0
2005;3;18;11;45;8,6;13,6;71,9;484,9;21,7;270,3;-6999;0,0;994,0
2005;3;18;12;00;8,6;13,8;70,9;676,2;21,5;265,6;-6999;0,0;994,0
2005;3;18;12;15;8,7;14,0;70,2;718,0;20,8;270,2;-6999;0,0;994,0
2005;3;18;12;30;8,7;14,1;70,0;636,8;22,5;269,8;-6999;0,0;994,0
2005;3;18;12;45;8,9;14,4;69,3;658,7;19,0;269,6;-6999;0,0;994,0
2005;3;18;13;00;8,8;14,4;69,2;627,0;22,4;271,3;-6999;0,0;994,0
2005;3;18;13;15;9,0;14,7;68,8;667,5;21,6;271,1;-6999;0,0;993,0
2005;3;18;13;30;9,1;15,0;67,9;653,3;23,4;269,0;-6999;0,0;993,0
2005;3;18;13;45;9,3;15,6;66,0;630,9;21,1;277,2;-6999;0,0;993,0
2005;3;18;14;00;9,3;16,1;63,9;606,4;23,0;270,0;-6999;0,0;993,0
2005;3;18;14;15;9,2;16,2;63,3;583,0;22,8;271,2;-6999;0,0;993,0
2005;3;18;14;30;9,3;16,5;62,3;561,0;23,0;277,7;-6999;0,0;992,0
2005;3;18;14;45;9,4;16,9;61,1;529,9;23,6;282,0;-6999;0,0;992,0
2005;3;18;15;00;9,3;17,0;60,5;500,2;21,0;282,0;-6999;0,0;992,0
2005;3;18;15;15;9,3;17,1;60,1;459,6;23,9;267,0;-6999;0,0;992,0
2005;3;18;15;30;9,1;17,2;59,1;410,4;24,6;273,8;-6999;0,0;991,0
2005;3;18;15;45;9,4;17,3;59,7;332,7;22,6;273,0;-6999;0,0;991,0
2005;3;18;16;00;9,6;17,2;61,1;179,9;17,3;275,2;-6999;0,0;991,0
2005;3;18;16;15;9,6;17,2;61,1;214,2;20,8;269,5;-6999;0,0;991,0
2005;3;18;16;30;9,7;17,5;60,1;231,6;18,5;283,2;-6999;0,0;991,0
2005;3;18;16;45;9,6;17,5;59,6;194,3;18,2;275,8;-6999;0,0;990,0
2005;3;18;17;00;9,5;17,5;59,5;152,8;21,6;269,3;-6999;0,0;990,0
2005;3;18;17;15;9,4;17,5;59,1;115,2;16,4;274,6;-6999;0,0;990,0
2005;3;18;17;30;9,3;17,3;59,2;75,8;15,3;284,8;-6999;0,0;990,0
2005;3;18;17;45;9,1;17,1;59,4;40,9;15,1;279,0;-6999;0,0;990,0
2005;3;18;18;00;9,0;17,0;59,2;14,9;17,3;271,4;-6999;0,0;990,0
2005;3;18;18;15;8,8;16,8;59,3;3,4;15,2;272,4;-6999;0,0;989,0
2005;3;18;18;30;8,6;16,6;59,1;0,5;12,0;275,2;-6999;0,0;989,0
2005;3;18;18;45;8,2;16,6;57,7;-0,3;14,0;284,4;-6999;0,0;989,0
2005;3;18;19;00;7,8;16,6;56,0;-0,2;15,8;286,8;-6999;0,0;989,0
2005;3;18;19;15;7,4;16,6;54,4;-0,4;18,2;287,4;-6999;0,0;989,0
2005;3;18;19;30;7,3;16,6;54,2;-0,5;15,4;283,8;-6999;0,0;989,0
2005;3;18;19;45;7,3;16,6;54,0;-0,2;18,3;284,9;-6999;0,0;989,0
2005;3;18;20;00;7,2;16,6;53,7;-0,3;18,9;285,2;-6999;0,0;989,0
2005;3;18;20;15;7,1;16,6;53,3;-0,3;18,8;274,0;-6999;0,0;989,0
2005;3;18;20;30;7,1;16,7;53,0;-0,4;15,4;278,9;-6999;0,0;989,0
2005;3;18;20;45;7,1;16,7;52,9;-0,4;16,4;284,1;-6999;0,0;989,0
2005;3;18;21;00;7,1;16,6;53,3;-0,4;16,4;280,6;-6999;0,0;989,0
2005;3;18;21;15;7,1;16,4;54,2;-0,4;13,9;280,4;-6999;0,0;989,0
2005;3;18;21;30;7,1;16,3;54,6;-0,4;13,3;278,7;-6999;0,0;989,0
2005;3;18;21;45;7,2;16,1;55,4;-0,3;12,1;278,0;-6999;0,0;989,0
2005;3;18;22;00;7,1;15,9;56,0;-0,5;12,3;278,1;-6999;0,0;988,0
2005;3;18;22;15;7,2;15,9;56,1;-0,3;14,3;274,0;-6999;0,0;988,0
2005;3;18;22;30;7,1;15,9;55,7;-0,4;15,5;284,0;-6999;0,0;988,0
2005;3;18;22;45;7,1;15,9;55,7;-0,4;15,8;287,8;-6999;0,0;988,0
2005;3;18;23;00;7,0;15,9;55,3;-0,3;17,4;292,0;-6999;0,0;988,0
2005;3;18;23;15;6,9;15,9;55,0;-0,4;18,2;289,7;-6999;0,0;988,0
2005;3;18;23;30;6,9;15,9;55,2;-0,4;14,9;296,6;-6999;0,0;988,0
2005;3;18;23;45;6,9;15,7;55,8;-0,3;19,0;298,4;-6999;0,0;988,0
2005;3;18;24;00;7,1;15,8;56,2;-0,4;22,8;296,8;-6999;0,0;988,0
2005;3;19;00;15;7,1;15,7;56,7;-0,5;24,2;297,6;-6999;0,0;988,0
2005;3;19;00;30;7,2;15,4;57,9;-0,4;17,7;300,1;-6999;0,0;988,0
2005;3;19;00;45;7,4;15,2;59,7;-0,3;18,8;301,7;-6999;0,0;988,0
2005;3;19;01;00;7,6;14,9;61,6;-0,4;15,7;300,3;-6999;0,0;988,0
2005;3;19;01;15;7,7;14,8;62,6;-0,5;15,4;295,0;-6999;0,0;988,0
2005;3;19;01;30;7,7;14,6;63,2;-0,4;15,6;295,3;-6999;0,0;988,0
2005;3;19;01;45;7,7;14,5;63,7;-0,5;13,7;294,2;-6999;0,0;988,0
2005;3;19;02;00;7,8;14,4;64,4;-0,3;12,4;301,3;-6999;0,0;988,0
2005;3;19;02;15;7,7;14,1;65,5;-0,4;9,9;312,1;-6999;0,0;988,0
2005;3;19;02;30;7,8;13,8;66,9;-0,4;9,6;306,0;-6999;0,0;988,0
2005;3;19;02;45;7,8;13,5;68,6;-0,4;9,3;305,0;-6999;0,0;988,0
2005;3;19;03;00;8,0;13,4;69,9;-0,4;12,8;296,6;-6999;0,0;988,0
2005;3;19;03;15;8,2;13,2;71,5;-0,4;13,0;299,3;-6999;0,0;988,0
2005;3;19;03;30;8,2;13,0;72,7;-0,4;13,2;301,4;-6999;0,0;988,0
2005;3;19;03;45;8,3;12,8;74,1;-0,5;13,2;307,2;-6999;0,0;988,0
2005;3;19;04;00;8,4;12,6;75,8;-0,3;14,1;309,2;-6999;0,0;988,0
2005;3;19;04;15;8,6;12,4;77,4;-0,2;13,5;303,3;-6999;0,0;988,0
2005;3;19;04;30;8,7;12,1;79,7;-0,4;11,1;309,0;-6999;0,0;988,0
2005;3;19;04;45;9,4;10,7;91,8;0,0;13,5;303,0;-6999;0,0;988,0
2005;3;19;05;00;9,3;10,1;94,8;0,0;14,3;323,4;-6999;0,0;988,0
2005;3;19;05;15;9,0;9,8;95,0;0,0;18,1;306,3;-6999;0,0;988,0
2005;3;19;05;30;9,0;9,7;95,7;0,0;17,3;314,8;-6999;0,0;988,0
2005;3;19;05;45;9,0;9,5;96,7;0,0;15,2;308,5;-6999;0,0;988,0
2005;3;19;06;00;9,1;9,5;97,3;0,0;18,8;313,6;-6999;0,0;988,0
2005;3;19;06;15;9,2;9,6;97,1;0,4;16,6;314,5;-6999;0,0;988,0
2005;3;19;06;30;9,2;9,8;95,8;2,2;18,4;316,5;-6999;0,0;988,0
2005;3;19;06;45;8,9;9,8;94,0;4,0;18,2;313,9;-6999;0,0;988,0
2005;3;19;07;00;8,6;9,8;92,1;5,3;16,8;315,1;-6999;0,0;988,0
2005;3;19;07;15;8,3;9,7;90,7;6,5;18,7;315,5;-6999;0,0;988,0
2005;3;19;07;30;8,0;9,9;88,2;16,3;20,5;325,3;-6999;0,0;989,0
2005;3;19;07;45;7,9;9,7;88,7;29,1;18,2;321,0;-6999;0,0;989,0
2005;3;19;08;00;7,8;9,9;87,0;51,7;18,1;321,1;-6999;0,0;989,0
2005;3;19;08;15;7,7;10,0;85,7;47,4;18,4;317,5;-6999;0,0;989,0
2005;3;19;08;30;7,6;10,1;84,7;79,5;23,3;313,5;-6999;0,0;989,0
2005;3;19;08;45;7,5;10,1;83,7;120,9;23,2;316,6;-6999;0,0;989,0
2005;3;19;09;00;7,7;10,2;84,6;178,2;18,5;309,8;-6999;0,0;989,0
2005;3;19;09;15;7,7;10,4;83,4;256,4;18,0;318,8;-6999;0,0;989,0
2005;3;19;09;30;7,7;10,6;82,1;302,4;18,7;316,7;-6999;0,0;989,0
2005;3;19;09;45;7,5;10,8;80,0;302,7;18,2;320,8;-6999;0,0;989,0
2005;3;19;10;00;7,4;11,1;78,0;292,2;16,1;315,9;-6999;0,0;989,0
2005;3;19;10;15;6,9;11,0;76,0;305,5;17,1;308,5;-6999;0,0;989,0
2005;3;19;10;30;7,0;10,9;76,6;230,2;18,3;311,0;-6999;0,0;990,0
2005;3;19;10;45;6,6;10,1;79,0;120,3;18,4;173,3;-6999;0,0;990,0
2005;3;19;11;00;4,6;6,3;89,0;45,1;17,2;54,7;-6999;0,0;990,0
2005;3;19;11;15;4,2;5,4;92,1;72,4;15,5;61,5;-6999;0,0;991,0
2005;3;19;11;30;4,1;5,2;92,3;247,2;14,3;50,1;-6999;0,0;991,0
2005;3;19;11;45;3,6;5,2;89,2;123,3;13,4;79,9;-6999;0,0;991,0
2005;3;19;12;00;2,8;4,9;86,3;95,5;13,7;54,3;-6999;0,0;992,0
2005;3;19;12;15;1,8;4,3;84,0;64,2;13,1;73,3;-6999;0,0;992,0
2005;3;19;12;30;1,6;3,9;85,1;83,6;14,4;48,6;-6999;0,0;992,0
2005;3;19;12;45;1,3;3,7;84,6;101,0;12,5;71,7;-6999;0,0;992,0
2005;3;19;13;00;1,1;3,7;82,9;81,5;13,0;59,6;-6999;0,0;992,0
2005;3;19;13;15;0,9;3,7;82,0;146,2;13,9;64,8;-6999;0,0;992,0
2005;3;19;13;30;0,9;3,8;81,5;168,1;12,2;87,9;-6999;0,0;992,0
2005;3;19;13;45;0,7;3,9;79,8;138,6;8,0;83,4;-6999;0,0;992,0
2005;3;19;14;00;0,4;3,7;79,1;91,8;9,4;77,3;-6999;0,0;993,0
2005;3;19;14;15;0,3;3,7;78,7;68,2;7,8;97,8;-6999;0,0;993,0
2005;3;19;14;30;0,0;3,8;76,3;123,9;8,5;115,8;-6999;0,0;993,0
2005;3;19;14;45;-0,0;3,8;76,0;95,7;10,3;110,2;-6999;0,0;993,0
2005;3;19;15;00;0,1;3,6;78,0;109,6;8,4;183,0;-6999;0,0;993,0
2005;3;19;15;15;0,4;3,8;78,6;121,5;8,3;271,2;-6999;0,0;994,0
2005;3;19;15;30;0,2;4,0;76,4;167,8;10,2;315,3;-6999;0,0;994,0
2005;3;19;15;45;-0,0;4,3;73,5;91,6;9,7;117,5;-6999;0,0;994,0
2005;3;19;16;00;-0,7;4,4;69,6;73,6;10,0;67,9;-6999;0,0;994,0
2005;3;19;16;15;-1,2;4,1;68,3;70,7;8,1;61,8;-6999;0,0;994,0
2005;3;19;16;30;-1,4;4,1;67,6;80,5;7,0;75,9;-6999;0,0;994,0
2005;3;19;16;45;-1,4;4,1;67,3;62,4;5,3;65,7;-6999;0,0;994,0
2005;3;19;17;00;-1,7;4,0;66,5;65,3;6,4;69,3;-6999;0,0;994,0
2005;3;19;17;15;-1,8;3,9;66,5;70,1;5,4;69,2;-6999;0,0;994,0
2005;3;19;17;30;-1,9;3,9;65,7;43,5;6,7;121,5;-6999;0,0;994,0
2005;3;19;17;45;-2,5;3,3;65,9;24,4;10,6;58,3;-6999;0,0;995,0
2005;3;19;18;00;-2,7;3,0;66,0;7,8;12,1;71,1;-6999;0,0;995,0
2005;3;19;18;15;-2,9;2,7;66,7;2,3;10,4;65,6;-6999;0,0;995,0
2005;3;19;18;30;-3,4;2,3;65,8;0,6;9,5;65,9;-6999;0,0;995,0
2005;3;19;18;45;-3,6;2,1;66,0;-0,4;7,2;70,9;-6999;0,0;996,0
2005;3;19;19;00;-3,9;1,7;66,6;-0,3;6,4;79,1;-6999;0,0;996,0
2005;3;19;19;15;-3,8;1,5;67,8;-0,3;6,6;62,2;-6999;0,0;996,0
2005;3;19;19;30;-4,1;1,2;67,8;-0,1;6,8;63,1;-6999;0,0;996,0
2005;3;19;19;45;-4,1;1,2;67,8;-0,1;6,4;72,0;-6999;0,0;997,0
2005;3;19;20;00;-4,5;1,0;66,5;-0,1;8,5;72,7;-6999;0,0;997,0
2005;3;19;20;15;-4,8;0,7;66,6;-0,1;6,3;66,9;-6999;0,0;997,0
2005;3;19;20;30;-5,0;0,4;67,0;-0,1;5,6;80,1;-6999;0,0;997,0
2005;3;19;20;45;-5,4;0,3;65,5;0,0;7,5;72,0;-6999;0,0;997,0
2005;3;19;21;00;-5,8;0,1;64,4;0,0;6,8;79,1;-6999;0,0;997,0
2005;3;19;21;15;-6,0;0,0;64,1;0,0;6,7;68,0;-6999;0,0;998,0
2005;3;19;21;30;-5,9;-0,1;65,1;-0,1;6,8;69,0;-6999;0,0;998,0
2005;3;19;21;45;-6,1;-0,2;64,4;-0,1;8,8;56,8;-6999;0,0;998,0
2005;3;19;22;00;-6,2;-0,4;64,7;-0,2;6,2;63,7;-6999;0,0;998,0
2005;3;19;22;15;-6,2;-0,6;65,8;-0,1;3,2;83,4;-6999;0,0;998,0
2005;3;19;22;30;-6,2;-0,7;66,1;0,0;2,6;56,1;-6999;0,0;998,0
2005;3;19;22;45;-6,2;-0,7;66,2;-0,1;2,2;72,3;-6999;0,0;998,0
2005;3;19;23;00;-6,2;-0,8;66,6;0,1;0,2;67,8;-6999;0,0;998,0
2005;3;19;23;15;-6,4;-1,0;66,9;0,1;0,7;68,6;-6999;0,0;998,0
2005;3;19;23;30;-6,6;-1,0;65,5;0,1;2,2;66,7;-6999;0,0;998,0
2005;3;19;23;45;-6,7;-1,1;65,5;0,2;4,3;99,3;-6999;0,0;998,0
2005;3;19;24;00;-6,8;-1,3;66,3;0,1;2,1;195,9;-6999;0,0;998,0
2005;3;20;00;15;-6,9;-1,5;66,7;0,2;2,8;190,1;-6999;0,0;998,0
2005;3;20;00;30;-7,1;-1,6;65,9;0,1;2,0;190,5;-6999;0,0;998,0
2005;3;20;00;45;-7,2;-1,6;65,4;0,2;0,4;206,1;-6999;0,0;998,0
2005;3;20;01;00;-7,3;-1,6;65,1;0,1;1,0;120,1;-6999;0,0;998,0
2005;3;20;01;15;-7,4;-1,7;65,3;0,2;2,8;141,4;-6999;0,0;998,0
2005;3;20;01;30;-7,4;-1,7;65,2;0,1;3,2;88,1;-6999;0,0;998,0
2005;3;20;01;45;-7,3;-1,8;66,0;0,1;1,9;138,2;-6999;0,0;998,0
2005;3;20;02;00;-7,3;-2,0;67,3;0,2;1,4;235,6;-6999;0,0;998,0
2005;3;20;02;15;-7,2;-1,9;67,1;0,1;3,5;65,0;-6999;0,0;998,0
2005;3;20;02;30;-7,1;-1,8;67,2;0,2;4,0;69,0;-6999;0,0;998,0
2005;3;20;02;45;-7,0;-1,8;67,5;0,0;2,5;74,1;-6999;0,0;998,0
2005;3;20;03;00;-7,0;-2,3;70,3;0,2;0,7;96,2;-6999;0,0;998,0
2005;3;20;03;15;-6,6;-2,6;73,9;0,3;0,0;61,3;-6999;0,0;998,0
2005;3;20;03;30;-6,6;-2,7;74,7;0,2;1,3;117,6;-6999;0,0;998,0
2005;3;20;03;45;-7,0;-2,5;71,4;0,2;4,0;88,3;-6999;0,0;998,0
2005;3;20;04;00;-7,1;-2,6;71,1;0,1;4,5;131,6;-6999;0,0;998,0
2005;3;20;04;15;-7,3;-2,7;70,4;0,1;4,4;130,8;-6999;0,0;998,0
2005;3;20;04;30;-7,5;-2,8;70,1;0,2;6,1;127,6;-6999;0,0;998,0
2005;3;20;04;45;-7,9;-2,9;68,6;0,1;6,2;105,8;-6999;0,0;998,0
2005;3;20;05;00;-8,1;-2,9;67,2;0,1;5,0;136,1;-6999;0,0;998,0
2005;3;20;05;15;-8,5;-2,9;65,3;0,1;5,0;147,3;-6999;0,0;998,0
2005;3;20;05;30;-8,6;-3,0;65,2;0,3;3,4;172,0;-6999;0,0;998,0
2005;3;20;05;45;-8,4;-3,3;67,6;0,5;1,7;182,1;-6999;0,0;997,0
2005;3;20;06;00;-8,2;-3,4;69,3;2,5;3,0;263,6;-6999;0,0;998,0
2005;3;20;06;15;-8,1;-3,3;69,6;11,1;2,4;175,0;-6999;0,0;998,0
2005;3;20;06;30;-8,0;-3,1;68,7;35,7;3,2;139,7;-6999;0,0;998,0
2005;3;20;06;45;-8,2;-3,0;67,6;71,9;2,6;102,1;-6999;0,0;998,0
2005;3;20;07;00;-8,1;-2,8;66,8;114,9;4,1;97,1;-6999;0,0;998,0
2005;3;20;07;15;-8,0;-2,6;66,2;160,1;3,1;125,9;-6999;0,0;998,0
2005;3;20;07;30;-7,9;-2,6;66,9;206,4;6,4;91,6;-6999;0,0;998,0
2005;3;20;07;45;-7,9;-2,6;67,1;254,4;5,9;96,6;-6999;0,0;998,0
2005;3;20;08;00;-7,8;-2,4;66,3;299,7;6,0;101,7;-6999;0,0;998,0
2005;3;20;08;15;-7,8;-2,1;65,0;345,9;5,4;76,8;-6999;0,0;998,0
